"Availability","region","year","policy","reg_man_sum_pct","reg_unman_sum_pct","reg_all_sum_pct"
60,"European Free Trade Association",2050,"CORE",-204.578644735157,204.576526745712,-0.00211798944460595
50,"European Free Trade Association",2050,"CORE",-223.375239684764,223.383999097758,0.00875941299334926
40,"European Free Trade Association",2050,"CORE",-248.769468521288,248.766685047145,-0.00278347414280145
30,"European Free Trade Association",2050,"CORE",-285.146739641347,285.146010660731,-0.000728980616043096
20,"European Free Trade Association",2050,"CORE",-344.522432583052,344.518331676619,-0.00410090643314653
10,"European Free Trade Association",2050,"CORE",-456.225933293299,456.228146827315,0.00221353401581847
0,"European Free Trade Association",2050,"CORE",-709.193153007335,709.185296403916,-0.0078566034189258
90,"Global",2050,"CORE",-15.7080056954299,15.7088035355619,0.000797840131985028
80,"Global",2050,"CORE",-17.9134028808927,17.9134329716615,3.00907688162155e-05
70,"Global",2050,"CORE",-20.7987508870842,20.79726400342,-0.00148688366421479
60,"Global",2050,"CORE",-24.7591377514592,24.7597357107677,0.000597959308523022
50,"Global",2050,"CORE",-30.4494904926732,30.4505281342604,0.00103764158714004
40,"Global",2050,"CORE",-39.0586431217132,39.0586514520288,8.33031562796904e-06
30,"Global",2050,"CORE",-53.0055942493849,53.0036961735539,-0.00189807583099721
20,"Global",2050,"CORE",-79.94817650955,79.9502844198536,0.00210791030356727
10,"Global",2050,"CORE",-144.148534707248,144.146980823393,-0.00155388385487498
0,"Global",2050,"CORE",-399.290836635619,399.291940129211,0.00110349359230355
90,"India",2050,"CORE",-159.57335320086,159.565291450223,-0.00806175063716807
80,"India",2050,"CORE",-180.520079299853,180.526622224347,0.00654292449427274
70,"India",2050,"CORE",-207.619818786194,207.610708555818,-0.00911023037592429
60,"India",2050,"CORE",-241.250952877184,241.249684638088,-0.00126823909658214
50,"India",2050,"CORE",-283.529898123957,283.539726286754,0.00982816279722698
40,"India",2050,"CORE",-337.412759420139,337.409542196844,-0.00321722329528029
30,"India",2050,"CORE",-406.790145348611,406.794040785978,0.00389543736643816
20,"India",2050,"CORE",-497.169174192202,497.160540806195,-0.00863338600774455
10,"India",2050,"CORE",-614.519366962723,614.524983233058,0.00561627033549428
0,"India",2050,"CORE",-765.377272507931,765.38587627723,0.00860376929867357
90,"Indonesia",2050,"CORE",-14.0219800106272,14.0330683278169,0.0110883171896865
80,"Indonesia",2050,"CORE",-16.4598463617914,16.4510958208547,-0.00875054093670635
70,"Indonesia",2050,"CORE",-19.7225480278495,19.7275727698424,0.00502474199295189
60,"Indonesia",2050,"CORE",-24.2507152707865,24.2478583022726,-0.00285696851387263
50,"Indonesia",2050,"CORE",-30.7951991804508,30.7937290351348,-0.00147014531603595
40,"Indonesia",2050,"CORE",-40.7331376830654,40.7348420388975,0.00170435583207951
30,"Indonesia",2050,"CORE",-56.8460155275008,56.8484014676258,0.00238594012500748
20,"Indonesia",2050,"CORE",-86.3223383822568,86.3111903011588,-0.0111480810979376
10,"Indonesia",2050,"CORE",-151.182515732064,151.188794764676,0.00627903261217355
0,"Indonesia",2050,"CORE",-383.153023206546,383.158128270194,0.00510506364756935
90,"Japan",2050,"CORE",-39.8220705433109,39.817845391453,-0.00422515185794303
80,"Japan",2050,"CORE",-41.6216466870587,41.6387716948172,0.0171250077585081
70,"Japan",2050,"CORE",-43.663516974909,43.6447244954632,-0.0187924794457492
60,"Japan",2050,"CORE",-45.9149015063783,45.9271361849534,0.0122346785750724
50,"Japan",2050,"CORE",-48.3688565183583,48.3420602928902,-0.0267962254681344
40,"Japan",2050,"CORE",-50.9104671478047,50.9081157533051,-0.00235139449957611
30,"Japan",2050,"CORE",-53.1489585915939,53.1772744875725,0.0283158959785914
20,"Japan",2050,"CORE",-54.504377652807,54.4944754811091,-0.00990217169786911
10,"Japan",2050,"CORE",-50.8163809526218,50.8115444896116,-0.00483646301013874
0,"Japan",2050,"CORE",-98.8463020815529,98.8577001238147,0.0113980422617548
90,"Mexico",2050,"CORE",-3.3307536716542,3.33352929732086,0.00277562566666756
80,"Mexico",2050,"CORE",-4.55630603584095,4.55345849092569,-0.00284754491525915
70,"Mexico",2050,"CORE",-6.41451068545418,6.41555390324031,0.00104321778613041
60,"Mexico",2050,"CORE",-9.29777318313393,9.29758874002847,-0.000184443105462642
50,"Mexico",2050,"CORE",-14.0049322226464,14.0067186553233,0.00178643267684575
40,"Mexico",2050,"CORE",-22.1787388948306,22.1811521401756,0.00241324534500154
30,"Mexico",2050,"CORE",-37.6616236885782,37.6636628550878,0.00203916650964886
20,"Mexico",2050,"CORE",-72.1652530825982,72.1592674955053,-0.00598558709287289
10,"Mexico",2050,"CORE",-167.445268601346,167.447461553725,0.00219295237874917
0,"Mexico",2050,"CORE",-500.878627791224,500.877630746599,-0.000997044624909904
90,"Middle East",2050,"CORE",0.57616084893554,-0.596680567749404,-0.0205197188138648
80,"Middle East",2050,"CORE",0.481227919098352,-0.481957398336836,-0.000729479238484876
70,"Middle East",2050,"CORE",0.313102883662751,-0.308317101916032,0.00478578174671918
60,"Middle East",2050,"CORE",-0.00116556841725035,0.00389202308730963,0.00272645467005916
50,"Middle East",2050,"CORE",-0.611240000655289,0.605940467033033,-0.00529953362225566
40,"Middle East",2050,"CORE",-1.84055043989573,1.84267228453276,0.00212184463703347
30,"Middle East",2050,"CORE",-4.53803884106705,4.53859827750941,0.000559436442360894
20,"Middle East",2050,"CORE",-11.770127426033,11.7681033869383,-0.00202403909466209
10,"Middle East",2050,"CORE",-39.163508899384,39.1631294553314,-0.000379444052572175
0,"Middle East",2050,"CORE",-291.614733238043,291.618658861696,0.00392562365259863
90,"Pakistan",2050,"CORE",-151.195604964861,151.213036749178,0.0174317843175515
80,"Pakistan",2050,"CORE",-171.71623785098,171.714698038231,-0.00153981274905846
70,"Pakistan",2050,"CORE",-196.213104217672,196.213335612965,0.00023139529272953
60,"Pakistan",2050,"CORE",-226.030911326182,226.022740717518,-0.00817060866404518
50,"Pakistan",2050,"CORE",-262.649337652144,262.653614072173,0.00427642002946982
40,"Pakistan",2050,"CORE",-307.797478981481,307.790033144717,-0.00744583676447519
30,"Pakistan",2050,"CORE",-364.180974204364,364.161608737137,-0.0193654672265211
20,"Pakistan",2050,"CORE",-435.740185455544,435.765474149281,0.0252886937369112
10,"Pakistan",2050,"CORE",-526.935311684745,526.949541578185,0.0142298934404153
0,"Pakistan",2050,"CORE",-644.041383468144,644.032577921547,-0.00880554659704558
90,"Russia",2050,"CORE",-27.3384030271152,27.3423417626961,0.0039387355809013
80,"Russia",2050,"CORE",-29.4640484988963,29.4647511923157,0.000702693419405875
70,"Russia",2050,"CORE",-32.0526964154944,32.0470150186125,-0.00568139688187719
60,"Russia",2050,"CORE",-35.2166788335571,35.2194718045426,0.00279297098558517
50,"Russia",2050,"CORE",-39.2015311172811,39.2015271181644,-3.99911663118147e-06
40,"Russia",2050,"CORE",-44.402416558783,44.4042639916251,0.00184743284209166
30,"Russia",2050,"CORE",-51.4819777153779,51.4830812599377,0.00110354455976402
20,"Russia",2050,"CORE",-63.6680141777313,63.6644398531951,-0.0035743245362605
10,"Russia",2050,"CORE",-89.2184851173691,89.2156360347435,-0.00284908262560091
0,"Russia",2050,"CORE",-234.533156588315,234.540285229624,0.00712864130946045
90,"South Africa",2050,"CORE",-2.77541248079865,2.77202141452203,-0.00339106627661978
80,"South Africa",2050,"CORE",-3.61594187332598,3.61915657058399,0.00321469725800527
70,"South Africa",2050,"CORE",-4.69086099496644,4.68689228869454,-0.00396870627189877
60,"South Africa",2050,"CORE",-6.61071721353031,6.61761706217547,0.00689984864515647
50,"South Africa",2050,"CORE",-9.79803577408651,9.80841413598034,0.0103783618938273
40,"South Africa",2050,"CORE",-15.4629658580032,15.4389816142849,-0.0239842437182797
30,"South Africa",2050,"CORE",-26.6369321174818,26.6493997612065,0.0124676437247579
20,"South Africa",2050,"CORE",-52.6246108521896,52.6311223314898,0.00651147930022945
10,"South Africa",2050,"CORE",-131.721188092042,131.728177230342,0.00698913830093151
0,"South Africa",2050,"CORE",-468.171899286114,468.155445840775,-0.0164534453392378
90,"South America_Northern",2050,"CORE",-2.06773034814198,2.06808326182032,0.000352913678343058
80,"South America_Northern",2050,"CORE",-2.0997574074917,2.10132129864619,0.00156389115449059
70,"South America_Northern",2050,"CORE",-2.12297919915869,2.11787977586212,-0.00509942329657162
60,"South America_Northern",2050,"CORE",-2.1232984574942,2.12184076163801,-0.00145769585619079
50,"South America_Northern",2050,"CORE",-2.09298523641967,2.09237412185258,-0.00061111456709053
40,"South America_Northern",2050,"CORE",-1.99985278868685,2.01148159826161,0.0116288095747685
30,"South America_Northern",2050,"CORE",-1.79810996810723,1.79756153696185,-0.000548431145382084
20,"South America_Northern",2050,"CORE",-1.60063889108188,1.58464772020038,-0.0159911708815025
10,"South America_Northern",2050,"CORE",-2.94312444366382,2.95331074809181,0.0101863044279935
0,"South America_Northern",2050,"CORE",-86.8082429643419,86.8118154654066,0.00357250106469664
90,"South America_Southern",2050,"CORE",-0.696876089993488,0.70037405586406,0.00349796587057186
80,"South America_Southern",2050,"CORE",-0.764536866345699,0.758134807567236,-0.00640205877846255
70,"South America_Southern",2050,"CORE",-0.903380318856936,0.90355708362913,0.000176764772194041
60,"South America_Southern",2050,"CORE",-1.18250466608584,1.17729782133627,-0.00520684474957241
50,"South America_Southern",2050,"CORE",-1.74867213240931,1.75694178990871,0.00826965749939394
40,"South America_Southern",2050,"CORE",-2.94001182903776,2.92928088560945,-0.0107309434283009
30,"South America_Southern",2050,"CORE",-5.69936750817801,5.70436303373422,0.00499552555621108
20,"South America_Southern",2050,"CORE",-13.4357786086446,13.4342251189149,-0.0015534897297054
10,"South America_Southern",2050,"CORE",-43.7533956543304,43.7420681111504,-0.0113275431800355
0,"South America_Southern",2050,"CORE",-289.026728528025,289.057796046666,0.0310675186410538
90,"South Asia",2050,"CORE",-40.3773344419989,40.377361637771,2.71957721329485e-05
80,"South Asia",2050,"CORE",-48.9201854273839,48.9160110473437,-0.00417438004020099
70,"South Asia",2050,"CORE",-60.3254053219733,60.3352202917583,0.0098149697850225
60,"South Asia",2050,"CORE",-76.2128392021806,76.2047510769878,-0.00808812519287017
50,"South Asia",2050,"CORE",-99.2108879674322,99.2119850227763,0.0010970553440508
40,"South Asia",2050,"CORE",-134.007333530504,134.00669560733,-0.000637923173563593
30,"South Asia",2050,"CORE",-189.48785409202,189.483410296269,-0.00444379575023035
20,"South Asia",2050,"CORE",-283.24180682702,283.251852843369,0.0100460163482836
10,"South Asia",2050,"CORE",-449.491017321248,449.489601382617,-0.00141593863101264
0,"South Asia",2050,"CORE",-733.484282400183,733.478887318559,-0.00539508162395919
90,"South Korea",2050,"CORE",0.555624796976396,-0.552629555941839,0.00299524103455706
80,"South Korea",2050,"CORE",1.04064874867424,-1.03305121111578,0.00759753755846893
70,"South Korea",2050,"CORE",1.68569102287809,-1.68631536695905,-0.000624344080961903
60,"South Korea",2050,"CORE",2.56605493867805,-2.55781413012436,0.00824080855368625
50,"South Korea",2050,"CORE",3.75529329225482,-3.7689645605773,-0.0136712683224802
40,"South Korea",2050,"CORE",5.46617365738148,-5.45600758487485,0.0101660725066299
30,"South Korea",2050,"CORE",7.95227318834092,-7.96317989396111,-0.0109067056201857
20,"South Korea",2050,"CORE",11.3438296433426,-11.3387149978099,0.00511464553268581
10,"South Korea",2050,"CORE",12.9101505720755,-12.9029435470853,0.00720702499016213
0,"South Korea",2050,"CORE",-67.960177315321,67.9382929301094,-0.0218843852116528
90,"Southeast Asia",2050,"CORE",-10.3955892291461,10.3996267648376,0.00403753569148178
80,"Southeast Asia",2050,"CORE",-12.2162214171866,12.219611534583,0.00339011739640457
70,"Southeast Asia",2050,"CORE",-14.768690456131,14.7573592999087,-0.0113311562222965
60,"Southeast Asia",2050,"CORE",-18.4265570301,18.4314048125527,0.00484778245272596
50,"Southeast Asia",2050,"CORE",-23.9476454249805,23.9527524918578,0.0051070668772801
40,"Southeast Asia",2050,"CORE",-32.7232877871417,32.717273929262,-0.00601385787972331
30,"Southeast Asia",2050,"CORE",-47.7996647411456,47.7967449418707,-0.00291979927497465
20,"Southeast Asia",2050,"CORE",-77.3197952155158,77.3239606543777,0.00416543886190346
10,"Southeast Asia",2050,"CORE",-148.01524430246,148.010954153521,-0.00429014893963164
0,"Southeast Asia",2050,"CORE",-426.477383967683,426.47329877074,-0.00408519694279796
90,"Taiwan",2050,"CORE",2.29614257510523,-2.2880423954703,0.00810017963493583
80,"Taiwan",2050,"CORE",2.84561333790024,-2.83367220942646,0.011941128473786
70,"Taiwan",2050,"CORE",3.57476211108404,-3.55461006036612,0.0201520507179217
60,"Taiwan",2050,"CORE",4.56411547178529,-4.56716006373043,-0.00304459194514329
50,"Taiwan",2050,"CORE",5.94590098108153,-5.96272109904371,-0.0168201179621771
40,"Taiwan",2050,"CORE",7.96495968364439,-7.98377907904089,-0.0188193953964965
30,"Taiwan",2050,"CORE",11.0469342434599,-11.0102755937361,0.0366586497238056
20,"Taiwan",2050,"CORE",15.5602357710181,-15.5699271243666,-0.00969135334843613
10,"Taiwan",2050,"CORE",17.2192055927587,-17.2292567261928,-0.0100511334340696
0,"Taiwan",2050,"CORE",-155.957130221874,155.970956971656,0.013826749782396
90,"USA",2050,"CORE",-12.2352518908984,12.2303346893838,-0.00491720151461683
80,"USA",2050,"CORE",-14.1250345486891,14.128814385608,0.00377983691890765
70,"USA",2050,"CORE",-16.7115589398915,16.7116670750913,0.000108135199765491
60,"USA",2050,"CORE",-20.3829729172411,20.3789894794452,-0.00398343779582
50,"USA",2050,"CORE",-25.9009419063391,25.9057494518915,0.00480754555234753
40,"USA",2050,"CORE",-34.356164460929,34.3576793385984,0.00151487766945002
30,"USA",2050,"CORE",-48.4932960553434,48.4900867203306,-0.00320933501282294
20,"USA",2050,"CORE",-74.9827091008403,74.9864360066558,0.00372690581543805
10,"USA",2050,"CORE",-138.243848600558,138.240912725714,-0.0029358748438244
0,"USA",2050,"CORE",-392.8290513807,392.826375324217,-0.00267605648222613
