"region","GCAM_basin_ID","unit_id","convertible_unit_ha","low_avail_ha","high_avail_ha","suit_prot_ha","unsuit_prot_ha","low_avail_pcnt_conv","high_avail_pcnt_conv","suit_prot_pcnt_conv","unsuit_prot_pcnt_conv"
"Africa_Eastern",87,2087,155144360.71,121433666.112067,134856858.243584,13423192.1315174,275848.733740921,78.2714019100276,86.9234676828909,8.65206577286322,0.177801328052487
"Africa_Eastern",100,2100,54744204.7399,19425764.3159731,19525722.2245556,99957.9085824937,388481.556791554,35.4846040932891,35.6671949429643,0.182590849675162,0.709630468900412
"Africa_Eastern",144,2144,4408786,2153045.01322077,2153045.01322077,0,0,48.8353259428052,48.8353259428052,0,0
"Africa_Eastern",151,2151,7233330.45,7224625.98766558,7224625.98766558,0,0,99.879661763076,99.879661763076,0,0
"Africa_Eastern",170,2170,72105556.68,59086257.6787813,68732840.6481206,9646582.9693393,110643.959969212,81.9441113824313,95.3225296535089,13.3784182710776,0.153447203050165
"Africa_Eastern",171,2171,16981506.909,12326075.3772696,14870876.8179061,2544801.44063652,372747.037986521,72.5852861193192,87.5710082597248,14.9857221404056,2.19501743858179
"Africa_Eastern",177,2177,42972676,39548604.7685928,42200834.6899844,2652229.92139159,107823.274788748,92.0319804347134,98.2038788787191,6.17189844400565,0.250911241340306
"Africa_Eastern",179,2179,29529654.8,18082348.0394738,24885249.858116,6802901.81864219,399095.485449535,61.2345391842298,84.2720649010634,23.0375257168336,1.35150745294027
"Africa_Eastern",183,2183,849358.0303,693331.034370244,831235.618579128,137904.584208884,1117.80982319739,81.6300087402898,97.8663400975356,16.2363313572458,0.131606434897963
"Africa_Northern",75,3075,38612,19911.0268773577,19911.0268773577,0,0,51.5669400118037,51.5669400118037,0,0
"Africa_Northern",80,3080,21147726,10734372.6410352,10895571.543238,161198.902202826,60906.4277876718,50.7589924374619,51.5212441434033,0.762251705941461,0.288004619445475
"Africa_Northern",86,3086,15152485.4,6336669.72080585,6499333.98081396,162664.260008115,275334.123455165,41.8193421971939,42.8928575691877,1.07351537199379,1.81708885497534
"Africa_Northern",87,3087,209065.2,139387.558064416,148789.857836546,9402.29977212989,9674.21855511089,66.6718124606181,71.1691174985345,4.49730503791635,4.62736914374601
"Africa_Northern",144,3144,45673497,5553663.43899718,5569904.02106909,16240.582071919,161397.457496622,12.1594881140745,12.1950461140935,0.0355580000189585,0.353372235755502
"Africa_Southern",87,4087,4974995.15,3629079.99797232,4881769.02232644,1252689.02435412,2930.99472086816,72.9464027311125,98.1261061596499,25.1797034285374,0.0589145241853785
"Africa_Southern",162,4162,597812.88,576003.163208593,576003.163208593,0,0,96.3517485954121,96.3517485954121,0,0
"Africa_Southern",171,4171,66698345.7,54879410.2717429,65889762.7222807,11010352.4505378,98356.2458018062,82.2800171365313,98.7877016000423,16.507684463511,0.147464295807574
"Africa_Southern",179,4179,12583013.27,10906223.7088604,12396728.50606,1490504.79719966,2817.51735635773,86.674181095101,98.5195536240585,11.8453725289576,0.0223914359454358
"Africa_Southern",182,4182,44005777,39191719.6781179,42533795.4307485,3342075.75263059,690516.878350838,89.0603969522408,96.6550265224233,7.59462957018255,1.56915051937576
"Africa_Southern",183,4183,54916950,49928932.87544,54578226.6179447,4649293.74250478,63491.037079708,90.917162871281,99.3832079493576,8.46604507807658,0.11561282460098
"Africa_Southern",188,4188,118673305.06506,94183644.8585573,117488287.785797,23304642.9272397,217694.719080638,79.3638003145891,99.0014457938849,19.6376454792958,0.18344034402791
"Africa_Southern",190,4190,21199227.146,20252088.1075729,20885074.7739061,632986.66633324,11033.8381170882,95.5322001509578,98.5180951648365,2.98589501387873,0.052048303653231
"Africa_Southern",194,4194,37376861,26223082.575966,27502453.9212205,1279371.34525444,1402624.3384179,70.1586004666524,73.5814971760749,3.42289670942256,3.75265418467833
"Africa_Southern",196,4196,15403514.8,9094678.34769719,9176086.71931398,81408.3716167975,2191414.33961796,59.0428773288625,59.5713824958573,0.528505166994727,14.2267162272468
"Africa_Southern",197,4197,81490678,69063250.4888614,78478722.4434893,9415471.95462789,2003427.57656791,84.7498783711941,96.3039262521405,11.5540478809464,2.45847454670572
"Africa_Southern",198,4198,3982902.1,3532487.98952934,3723060.63735396,190572.647824613,4124.20840729261,88.6913085192163,93.4760770884616,4.78476856924535,0.103547822762016
"Africa_Southern",199,4199,21387827.504,20017186.7568368,20986068.8582334,968882.101396564,1628.86664405526,93.5914914831494,98.1215546754739,4.53006319232452,0.00761585833694714
"Africa_Western",86,5086,2642396.001,955307.836963893,955339.836963893,32,13671.0289587689,36.1530912324406,36.154302254558,0.0012110221173469,0.517372451123721
"Africa_Western",87,5087,1386538.6,880426.323186782,1323406.61601927,442980.292832484,32026.6090905769,63.4981473423662,95.4467921786863,31.94864483632,2.30982455811738
"Africa_Western",142,5142,68693988,63774671.7675811,67021702.3549233,3247030.58734223,62494.3589306916,92.838796558996,97.5656011628315,4.72680460383553,0.09097500487334
"Africa_Western",144,5144,14717880,6402893.81452965,6402893.81452965,0,5329.62731160713,43.5041854841162,43.5041854841162,0,0.0362119225840076
"Africa_Western",149,5149,113546480,96503394.551585,106632281.62864,10128887.0770545,439127.885947881,84.9902124236568,93.9106889342932,8.92047651063642,0.386738440458815
"Africa_Western",151,5151,94021939.51,72356973.8309892,83007962.7779219,10650988.9469327,3615347.66663474,76.95754225884,88.285737574147,11.3281953153071,3.84521706899082
"Africa_Western",152,5152,39327008.6465,36906327.449319,38412785.6573472,1506458.20802827,11972.0033858569,93.8447360211404,97.6753304646929,3.83059444355258,0.0304421917605532
"Africa_Western",160,5160,28833901,25331175.5076146,28143973.7998617,2812798.2922471,66638.6968171889,87.852058268545,97.6072360096598,9.75517774111488,0.231112317466821
"Africa_Western",162,5162,58828260,54273226.0530038,57455572.0576591,3182346.00465532,175380.663018635,92.257064976941,97.666618148589,5.40955317164799,0.29812315206779
"Africa_Western",183,5183,278242703,251925171.733398,275768377.23526,23843205.5018621,144303.831789928,90.5415196938327,99.110731121405,8.56921142757231,0.0518625754544686
"Africa_Western",188,5188,161896.209,161153.019666667,161153.019666667,0,0,99.5409470438356,99.5409470438356,0,0
"Argentina",169,31169,4050847.04,1200067.89369162,1481450.48176111,281382.588069483,657379.752610517,29.6251100533192,36.5713754958545,6.94626544253527,16.2282047709833
"Argentina",200,31200,4065361.4,797442.595039669,1074078.72194323,276636.126903563,1164510.34621433,19.6155400855547,26.4202518856806,6.8047118001259,28.6446943244536
"Argentina",203,31203,8039165.2,7119252.9566576,7693195.35440999,573942.397752384,160201.718798436,88.5571173068766,95.6964456260954,7.13932831921881,1.99276560206072
"Argentina",205,31205,14818250.36,12241106.9757494,12615975.7093661,374868.733616684,41151.910300517,82.6083152758219,85.1380925741499,2.52977729832798,0.277710993543485
"Argentina",206,31206,61935667,55741049.9906947,59025126.7032523,3284076.71255755,667802.653323678,89.998304193115,95.3007040406173,5.30239984750232,1.0782198459632
"Argentina",207,31207,45364.6381,19.1504321975636,20.9742828830459,1.82385068548225,10985.0526786596,0.0422144494029671,0.0462348731556306,0.00402042375266353,24.2150122622924
"Argentina",209,31209,6457201.205,6332726.18015521,6343233.66924481,10507.4890895989,460.1282663163,98.0723068572122,98.235031987745,0.162725130532755,0.00712581584046056
"Argentina",210,31210,8911922.47,8389699.48662252,8687772.85810662,298073.371484097,38160.6001271051,94.1401758696238,97.4848343592762,3.34465848965242,0.428197173567928
"Argentina",212,31212,28647990.49,14224148.0999642,14749180.7733187,525032.673354417,1741740.25976294,49.6514689396081,51.4841722614613,1.83270332185319,6.07979907132026
"Argentina",213,31213,14150885,4859088.41833077,5378282.17726297,519193.758932207,641123.824730336,34.3376998564455,38.0066842269086,3.6689843704631,4.53062705781537
"Argentina",214,31214,11374304.333,142467.158855143,143602.968326286,1135.80947114329,907950.819844095,1.25253514135195,1.26252089026363,0.00998574891167626,7.9824734178237
"Argentina",215,31215,39810581.4,1456837.6324981,1552448.09154639,95610.459048294,1698452.852034,3.65942315149936,3.89958658465206,0.240163433152709,4.2663352111557
"Australia_NZ",184,6184,161398540.5,117218630.671339,156562892.051371,39344261.3800315,1280903.88335427,72.6268219701401,97.0039081929436,24.3770862228035,0.793627922152288
"Australia_NZ",189,6189,57507570,47351061.4924258,55383896.112187,8032834.61976121,1093974.71926798,82.3388320745004,96.3071402811612,13.9683082066608,1.90231428535058
"Australia_NZ",191,6191,58609074.79,39625938.5266131,46280250.6484772,6654312.12186405,807755.798060064,67.6105853378429,78.9643085380587,11.3537232002158,1.37820943421186
"Australia_NZ",193,6193,297743200,117165836.933948,155139737.209171,37973900.275223,28226478.1354062,39.3513057339169,52.1052159072552,12.7539101733383,9.48014199330371
"Australia_NZ",201,6201,23717170,14046096.4184323,18113757.8553409,4067661.43690861,3277839.38341053,59.2233239397124,76.3740271513882,17.1507032116758,13.8205333242142
"Australia_NZ",202,6202,42606876.9,7791077.94172012,10260985.3861613,2469907.4444412,9354718.23030378,18.2859634607955,24.0829324576975,5.79696899690199,21.9558881357572
"Australia_NZ",208,6208,68672691,52156663.4240467,55313881.7247072,3157218.30066051,1565581.60619488,75.9496426666121,80.5471300443246,4.59748737771251,2.27977320154074
"Australia_NZ",211,6211,5703535.4,2958529.17817778,5202018.47088196,2243489.29270419,233107.922179939,51.8718473839537,91.2069112586198,39.335063874666,4.08707767781961
"Brazil",156,7156,153072.09,84467.4718676315,103148.975304935,18681.5034373035,49598.8003252456,55.1814977293584,67.3858802770217,12.2043825476633,32.4022493749485
"Brazil",161,7161,7887024.475,4364966.16250487,7685875.52079117,3320909.3582863,78672.035472476,55.3436365810804,97.4496217826326,42.1059852015522,0.997486894098626
"Brazil",168,7168,348655613,253989503.510266,341712779.424869,87723275.9146031,1377276.55078964,72.8482473937012,98.0086844105586,25.1604370168574,0.395024918411292
"Brazil",172,7172,22271747,16045940.0226425,18414978.00984,2369037.98719747,452270.51272438,72.0461669335705,82.6831321756661,10.6369652420956,2.03069167732724
"Brazil",174,7174,73440469,63042426.7381321,69147718.7907764,6105292.05264427,321371.19659449,85.841536140152,94.1547892222425,8.31325308209057,0.437594150705234
"Brazil",186,7186,23302992.1,22011046.5943461,22887134.4195455,876087.825199448,35454.7059608319,94.455881458871,98.2154322557811,3.7595507969101,0.152146581901094
"Brazil",187,7187,30596593,27071771.5845948,30109736.8811739,3037965.29657913,13712.7432161313,88.479693097185,98.4087897668016,9.92909666961654,0.0448178763437199
"Brazil",192,7192,51086122,44282148.3316305,49266358.6469642,4984210.31533369,289223.373022149,86.681365893521,96.4378518435285,9.75648595000751,0.566148616687226
"Brazil",195,7195,56141062,51366388.0227704,54511367.064852,3144979.04208155,256457.454078851,91.4952197070487,97.0971426668985,5.60192295984987,0.45680905373477
"Brazil",206,7206,81000820,76182211.347662,79503277.283885,3321065.936223,116464.586251533,94.0511606520304,98.1512005481981,4.10003989616772,0.143781984246003
"Canada",2,8002,90427119.1,6066149.49199412,6709291.21344079,643141.721446672,8895887.12867595,6.70832992620918,7.41955652266355,0.711226596454372,9.83763191530885
"Canada",7,8007,45954947,6420120.1289283,7743898.18448489,1323778.05555659,4593389.25847356,13.970465745349,16.851065423892,2.88059967854297,9.99541846598922
"Canada",10,8010,134093053,24699408.8251296,25591726.1242932,892317.299163643,11164454.3572722,18.4196036055123,19.0850499349084,0.665446329396082,8.32590063951498
"Canada",15,8015,130621749.3,23138314.2440007,24855241.23811,1716926.99410931,10795921.1581786,17.7139828305765,19.0284094121453,1.31442658156876,8.26502570669414
"Canada",19,8019,44875370,22563542.3243009,24409494.9059544,1845952.58165352,1637329.79660995,50.2804596915878,54.393969132632,4.11350944104421,3.64861570302362
"Canada",23,8023,52036101,35331958.30684,40249082.574367,4917124.26752704,1330183.23892926,67.8989348314931,77.3483827590522,9.44944792755905,2.55626999980121
"Canada",27,8027,20207431.5,12669854.5131437,13847570.2466403,1177715.73349652,1473076.82328437,62.6989853368734,68.5271170986785,5.82813176180516,7.28977764088608
"Canada",34,8034,8324499.9722,15004.9811418421,15004.9811418421,0,39866.4518704905,0.180250840194028,0.180250840194028,0,0.478905063410729
"Canada",40,8040,22447613,8975340.00462192,9533718.138011,558378.133389086,1224889.93390769,39.9834940339622,42.4709662359691,2.48747220200689,5.45666006406869
"Canada",223,8223,1797789.64,1313765.52820204,1789962.79884741,476197.270645363,1765.6441021352,73.0767103654043,99.5646408801982,26.4879305147938,0.0982119410886802
"Canada",227,8227,37675915.6,26957072.3712475,29888598.7373254,2931526.36607787,648068.971388319,71.5498799218234,79.3307827065134,7.78090278469004,1.72011472333885
"Canada",229,8229,9365442.2,3176032.08878982,3469935.06871683,293902.979927012,1059248.25300884,33.9122491065058,37.050413580224,3.13816447371819,11.3101787442438
"Canada",232,8232,3709843.21,3321922.14431329,3456104.80196074,134182.657647444,10249.3135204817,89.5434646768615,93.1604007588434,3.61693608198187,0.276273495679127
"Central America and Caribbean",101,9101,11254011.957,8338779.78295582,10569943.2176355,2231163.4346797,173531.171221512,74.0960629401952,93.9215566681623,19.8254937279671,1.54194941221451
"Central America and Caribbean",111,9111,4507882.77,2783549.50190316,4389137.99269326,1605588.4907901,40986.2321357073,61.7484891228252,97.3658414966558,35.6173523738306,0.909212466847431
"Central America and Caribbean",133,9133,3531994.48,2580530.08049761,3353409.3804631,772879.299965496,13624.9866502769,73.0615547422262,94.9437888267341,21.8822340845079,0.385759001816926
"Central America and Caribbean",135,9135,27267584,21911933.843091,25785777.1029452,3873843.25985428,461450.680648648,80.3589120440262,94.5656832044424,14.2067711604162,1.6923049751993
"Central America and Caribbean",143,9143,613857.24,392615.680287877,528820.626359024,136204.946071147,1397.94501361509,63.9587928111554,86.1471677615179,22.1883749503626,0.227731290359154
"Central America and Caribbean",157,9157,2053126.39,1475196.17557854,1922103.99794269,446907.822364158,18112.2575543947,71.8512110488501,93.6183961837193,21.7671851348693,0.882179374957753
"Central Asia",18,10018,911214.431,124427.812459089,127269.661747698,2841.84928860934,350.642859199589,13.6551626297816,13.9670375509777,0.311874921196166,0.038480828142151
"Central Asia",38,10038,8432839,4927377.06769049,5010526.19124959,83149.1235591015,41630.6279782739,58.4308210756838,59.4168368594442,0.986015783760386,0.493672747437415
"Central Asia",42,10042,95065023.9,19128558.9111693,20104954.4626843,976395.551515017,9273541.82713741,20.1215527293096,21.1486345218121,1.02708179250246,9.75494608500004
"Central Asia",43,10043,18371508.1,10480122.2558262,12002906.6591347,1522784.40330843,843683.946681652,57.0455196099347,65.3343568410405,8.28883723110589,4.59234996979726
"Central Asia",45,10045,32010898.3,2873612.27070822,2912232.90124194,38620.6305337199,108246.955348139,8.976981038699,9.09762941967155,0.120648380972551,0.33815656884624
"Central Asia",47,10047,88130.21,27455.6772985735,33957.1271871429,6501.44988856948,3902.76355915153,31.1535366800708,38.530632330438,7.3770956503672,4.42840605866199
"Central Asia",48,10048,31062603.1,13315792.1061568,14514203.4563378,1198411.35018098,4504435.44512726,42.8675989043455,46.7256508078609,3.85805190351539,14.501152497188
"Central Asia",52,10052,52110100,6578378.39817877,6739069.96227681,160691.564098034,870933.380935916,12.6239987990404,12.9323681249447,0.308369325904257,1.67133315985944
"Central Asia",56,10056,55895948.4,42549179.8892885,43036816.4502073,487636.560918875,1267357.82734968,76.1221181628407,76.9945187122137,0.872400549373047,2.26735186292981
"Central Asia",58,10058,46958396.02336,10506082.9837167,10761134.6430951,255051.659378307,720280.010278154,22.3731725813002,22.9163164724404,0.543143891140209,1.53386842668102
"Central Asia",68,10068,32667761.5,14722861.7933505,15258684.1680609,535822.374710457,820104.416055965,45.0684745979625,46.7086922012117,1.64021760324918,2.51043958446913
"Central Asia",70,10070,2671081,1351705.48898525,1398898.89729338,47193.4083081358,104775.934376636,50.6051852783666,52.3720133269407,1.76682804857418,3.92260415826536
"Central Asia",72,10072,11008240,8695551.327989,9456366.03632071,760814.70833171,318247.258304503,78.9912949571321,85.9026150985145,6.91132014138236,2.89099127839239
"Central Asia",76,10076,98855580.1,27528893.6266779,28267322.7490495,738429.122371621,1185740.89777797,27.8475869534429,28.5945646370745,0.746977683631661,1.19946784650751
"Central Asia",85,10085,918613.9,99112.9006311204,99372.4091794991,259.508548378726,3538.03257560608,10.7893970068513,10.8176470200918,0.0282500132404622,0.385149035476829
"China",37,11037,2482968.19,2408506.11555355,2436677.54899304,28171.4334394881,155.510170684213,97.0010862504667,98.1356732158957,1.13458696542899,0.00626307543167572
"China",42,11042,73999946.32,29338648.7997025,29374820.9606954,36172.1609928943,112076.271658747,39.646851462341,39.6957327964388,0.0488813340978304,0.151454531026404
"China",43,11043,65225060,39842630.4710769,39870825.2701115,28194.799034521,27745.3319100033,61.0848506250158,61.12807756729,0.0432269422742133,0.0425378403791477
"China",56,11056,7653171.26,1143270.66421017,1146112.77961446,2842.11540428083,81252.9770894689,14.9385218933435,14.9756583340127,0.0371364406691826,1.06169030234754
"China",58,11058,24053.315,234.415266713426,234.415266713426,0,0,0.974565321717302,0.974565321717302,0,0
"China",66,11066,20059312,19216472.25068,19216472.25068,0,0,95.7982619278268,95.7982619278268,0,0
"China",68,11068,3862755,2035342.16640279,2036893.69903243,1551.53262963169,8083.69044223818,52.6914641597201,52.7316306375224,0.040166477802286,0.209272667881814
"China",76,11076,5336.498,220.208236938436,223.759982695507,3.55174575707156,151.837131114809,4.12645590682196,4.19301164725458,0.0665557404326125,2.84525790349418
"China",77,11077,17363847,15846177.9199298,15846177.9199298,0,0,91.259603473411,91.259603473411,0,0
"China",78,11078,26459091,23614585.2403326,23615033.5445302,448.304197568446,48.7294775589244,89.2494199454268,89.2511142749772,0.00169432955035548,0.000184169129464517
"China",79,11079,58313750,46521426.3285388,46534705.3616591,13279.0331202596,1605.61348356775,79.7777991100536,79.8005708116167,0.0227717015631127,0.00275340461480825
"China",85,11085,87931024,7535291.29230631,7535326.01790641,34.7256000991911,1454.91360413806,8.5695479815023,8.56958747336595,3.94918636443846e-05,0.00165460782549065
"China",89,11089,7316581,690138.221796344,690142.682254445,4.46045810065698,3587.1004045313,9.43252349418867,9.43258445788333,6.09636946636274e-05,0.0490270032482563
"China",92,11092,31696307,1416713.33968225,1416713.33968225,0,0,4.46964796145572,4.46964796145572,0,0
"China",106,11106,130699630,92264566.9692515,92492316.9029819,227749.933730409,157578.379018405,70.5928295047595,70.7670839641871,0.174254459427627,0.120565283175174
"China",108,11108,30141597,28569643.27465,28585793.1722234,16149.8975734524,981.347773712974,94.7847696147287,94.83834971393,0.053580099201288,0.00325579223195431
"China",109,11109,5946204.9,5448847.02675601,5449181.60315937,334.576403364539,14.0164919628842,91.6357091353513,91.6413358570837,0.00562672173245391,0.000235721644285823
"China",110,11110,21330161.7,5385648.38065856,5392385.11197157,6736.73131301906,67639.2790308735,25.2489805581669,25.2805636816695,0.0315831235026177,0.317106264744695
"China",112,11112,3948963.5,3667336.89787105,3667470.47121042,133.573339365423,0,92.8683412209572,92.8717237120682,0.00338249111103262,0
"China",124,11124,2359131,2209270.88438163,2209270.88438163,0,0,93.6476560386698,93.6476560386698,0,0
"China",125,11125,12673122,8825577.40549039,8830650.2985156,5072.89302521572,0,69.6401202915145,69.6801490470588,0.040028755544338,0
"China",127,11127,9458080,3681435.58844377,3685189.56557595,3753.97713218722,11094.2204583601,38.9237095525071,38.9634002416553,0.039690689148191,0.117298864657099
"China",137,11137,1517107.8,1180918.11258907,1188772.99514025,7854.88255118369,18748.1878366557,77.8400923513194,78.3578461029766,0.517753751657179,1.23578481612551
"Colombia",143,32143,9781185,7886269.78747658,8943081.79444792,1056812.00697134,298947.132455861,80.6269361787614,91.4314757817987,10.8045396030373,3.05634882129171
